estado,cidade,local,endereço,bairro,cep,tipo_de_material,horario_seg_sex,horario_sab_dom,tipo
PR,Curitiba,,"Rua Eduardo Carlos Pereira, 3605
Novo Mundo, Curitiba Paraná, 81020-235",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Avenida Victor Ferreira do Amaral, 1088
Tarumã, Curitiba Paraná, 82530-230",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,Florianópolis,,"Rua João Câncio Jacques, 49
Costeira do Pirajubaé, Florianópolis Santa Catarina, 88047-010",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,Florianópolis,,"Rua da Timbauba, S/N
Monte Verde, Florianópolis Santa Catarina, 88032-310",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,Florianópolis,,"Rodovia Francisco Thomaz dos Santos, 1249
Morro das Pedras, Florianópolis Santa Catarina, 88066-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Goiás,,"Avenida Mangalô, S/N q 14,l 134,135 e 143
Setor Morada do Sol, Goiânia Goiás, 74475-115",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Goiás,,"Avenida Anhangüera, 5588
Setor Central, Goiânia Goiás, 74453-495",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Goiás,,"Rua T 55, 611, Qd 104, Lt 01 E
Setor Bueno, Goiânia Goiás, 74215-170",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Goiás,,"Av d Contorno, 2.914
Vila Legionárias, Goiânia Goiás, 74850-400",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Goiás,,"Avenida César Lattes, S/N
Jardim Vila Boa, Goiânia Goiás, 74360-280",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Rua José Lourenço Kelmer, 1200
São Pedro, Juiz de Fora Minas Gerais, 36036-330",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Ladeira Alexandre Leonel, SN
São Mateus, Juiz de Fora Minas Gerais, 36033-240",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Avenida Rui Barbosa, 591
Santa Terezinha, Juiz de Fora Minas Gerais, 36045-410",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Rua Marechal Deodoro, 214
Centro, Juiz de Fora Minas Gerais, 36013-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Avenida Barão do Rio Branco, 1973
Centro, Juiz de Fora Minas Gerais, 36013-020",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Rua Barão de Cataguases, 195
Santa Helena, Juiz de Fora Minas Gerais, 36015-370",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Juiz de Fora,,"Rua Roberto de Barros, 241
Centro, Juiz de Fora Minas Gerais, 36013-210",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Avenida Robert Koch, 20
Operária, Londrina Paraná, 86038-350",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Avenida Duque de Caxias, 1200
Igapó, Londrina Paraná, 86015-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Avenida Juscelino Kubitschek, 2606
Vila Ipiranga, Londrina Paraná, 86020-005",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Avenida Madre Leônia Milito, 1175
Bela Suiça, Londrina Paraná, 86050-270",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Rua Quintino Bocaiúva, 1045
Centro, Londrina Paraná, 86020-150",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Londrina,,"Avenida Saul Elkind, 2177
Conjunto Vivi Xavier, Londrina Paraná, 86082-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Tamandaré, 903
Zona 01, Maringá Paraná, 87013-210",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Morangueira, 1505
Vila Morangueira , Maringá Paraná, 87033-070",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Cerro Azul, 971
Zona 02, Maringá Paraná, 87010-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Brasil, 4734
Zona 05, Maringá Paraná, 87015-280",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Guaiapó, 1881
Bom Jardim, Maringá Paraná, 87047-731",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Brasil, 2829
Zona 01, Maringá Paraná, 87013-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Guaiapó, 1881
Jardim Colina Verde, Maringá Paraná, 87043-702",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Maringá,,"Avenida Arquiteto Nildo Ribeiro da Rocha, 343
Jardim Ipanema, Maringá Paraná, 87053-330",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Nova Lima,,"Rodovia Januário Carneiro, 8625
Vale do Sereno, Nova Lima Minas Gerais, 34012-970",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,Palhoça,,"Avenida Atílio Pedro Pagani, 1300
Pagani, Palhoça Santa Catarina, 88132-149",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PE,Recife,,"Avenida Engenheiro Domingos Ferreira, 1950
Boa Viagem, Recife Pernambuco, 51111-020",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PE,Recife,,"Rua Antônio Vitrúvio, 113
Poço, Recife Pernambuco, 52061-210",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PE,Recife,,"Rua Setúbal, 1226
Boa Viagem, Recife Pernambuco, 51130-010",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PE,Recife,,"Avenida Engenheiro Domingos Ferreira, 1950
Boa Viagem, Recife Pernambuco, 51111-020",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PE,Recife,,"Avenida Dezessete de Agosto, 248
Parnamirim, Recife Pernambuco, 52060-590",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua General Polidoro, 260
Botafogo, Rio de Janeiro Rio de Janeiro, 22280-003",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Sargento Geraldo Santana, 52
Olaria, Rio de Janeiro Rio de Janeiro, 21071-280",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida das Américas, 13.850
Barra da Tijuca, Rio de Janeiro Rio de Janeiro, 22790-702",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Dias da Cruz, 579
Méier, Rio de Janeiro Rio de Janeiro, 20720-011",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Praça Jauru, 32
Taquara, Rio de Janeiro Rio de Janeiro, 22725-520",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Estrada de Jacarepaguá, 7.153
Anil, Rio de Janeiro Rio de Janeiro, 22753-033",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Cândido Benício, 20
Campinho, Rio de Janeiro Rio de Janeiro, 21320-060",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua do Lavradio, 20
Centro, Rio de Janeiro Rio de Janeiro, 20230-070",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Mem de Sá, 81
Centro, Rio de Janeiro Rio de Janeiro, 20230-150",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Capitão Salomão, 57
Humaitá, Rio de Janeiro Rio de Janeiro, 22271-040",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Visconde de Pirajá, 181
Ipanema, Rio de Janeiro Rio de Janeiro, 22410-001",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua do Lavradio, 18
Centro, Rio de Janeiro Rio de Janeiro, 20230-070",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Borges de Medeiros, 1518
Lagoa, Rio de Janeiro Rio de Janeiro, 22470-003",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Mem de Sá, 81
Centro, Rio de Janeiro Rio de Janeiro, 20230-150",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Olegário Maciel, 539
Barra da Tijuca, Rio de Janeiro Rio de Janeiro, 22621-200",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua dos Oitis, 6
Gávea, Rio de Janeiro Rio de Janeiro, 22451-050",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Jardim Botânico, 1003
Jardim Botânico, Rio de Janeiro Rio de Janeiro, 22470-051",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Álvaro Ramos, 154
Botafogo, Rio de Janeiro Rio de Janeiro, 22280-110",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Jardim Botânico, 983
Jardim Botânico, Rio de Janeiro Rio de Janeiro, 22470-051",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Mem de Sá, 104
Centro, Rio de Janeiro Rio de Janeiro, 20230-152",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Maracanã, 782
Tijuca, Rio de Janeiro Rio de Janeiro, 20511-001",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Marechal Henrique Lott, 120
Barra da Tijuca, Rio de Janeiro Rio de Janeiro, 22631-370",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Praça Santos Dumont, 106
Gávea, Rio de Janeiro Rio de Janeiro, 22470-060",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Jangadeiros, 42
Ipanema, Rio de Janeiro Rio de Janeiro, 22420-010",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Mem de Sá, 69
Centro, Rio de Janeiro Rio de Janeiro, 20230-150",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Vinícius de Moraes, 49
Ipanema, Rio de Janeiro Rio de Janeiro, 22411-010",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Teixeira de Melo, 31
Ipanema, Rio de Janeiro Rio de Janeiro, 22410-010",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Rua Cardoso Júnior, 312
Laranjeiras, Rio de Janeiro Rio de Janeiro, 22245-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
RJ,Rio de Janeiro,,"Avenida Professor Pereira Reis, 36
Santo Cristo, Rio de Janeiro Rio de Janeiro, 20220-800",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Av. Santos Dumont, 2140
Estrada do Coco, Salvador Bahia, 42700-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Rua Arthur de Azevêdo Machado, 3443
Stiep, Salvador Bahia, 41770-790",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Avenida Antônio Carlos Magalhães, 4479
Brotas, Salvador Bahia, 40280-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Alameda Euvaldo Luz, 92
Shopping Horto, Salvador Bahia, 41098-020",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Alameda dos Sombreiros, 170
Caminho das Árvores, Salvador Bahia, 41820-420",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Rua Anísio Teixeira, 347
Itaigara, Salvador Bahia, 41815-060",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Rua da Gratidão, S/N
Piatã, Salvador Bahia, 41650-195",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Rua Ceará, 339
Pituba, Salvador Bahia, 41830-450",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Avenida Simon Bolívar, 558
Armação, Salvador Bahia, 41750-230",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Salvador,,"Rua Missionário Otto Nelson, 100
Stella Maris, Salvador Bahia, 41600-650",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,Santo André,Heineken,"Alameda São Caetano, 366",Santa Paula,09070-210,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,Santo André,Heineken,"Rua das Figueiras, 130",Jardim,09080-300,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Rua Doutor Constâncio Krummel, 2183
Praia Comprida, São José Santa Catarina, 88103-600",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Avenida Osvaldo José do Amaral, S/N
Bela Vista, São José Santa Catarina, 88110-798",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Rua Antônio Jovita Duarte, 87
Forquilhas, São José Santa Catarina, 88107-100",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Avenida Osvaldo José do Amaral, 0
Bela Vista, São José Santa Catarina, 88110-798",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Rua Antônio Jovita Duarte, 87
Forquilhas, São José Santa Catarina, 88107-100",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SC,São José,,"Rua Doutor Constâncio Krummel, 2183
Praia Comprida, São José Santa Catarina, 88103-600",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Professor Atílio Innocenti, 277",Itaim Bibi,04538-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Alameda Raja Gabaglia, 129",Vila Olímpia,04551-090,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Doutor Eduardo de Souza Aranha, 377",Vila Nova Conceição,04543-121,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Avenida Brigadeiro Faria Lima, 2627",Jardim Paulistano,01452-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Domingos Fasolari, 22",Casa Verde,02513-010,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Praça dos Omaguás, 62",Pinheiros,05419-020,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Fradique Coutinho, 1097",Pinheiros,05416-011,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Cunha Gago, 832",Pinheiros,05421-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Lisboa, 449",Cerqueira César,05413-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Ibipetuba, 204",Vila Prudente, 03127-180,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Guaimbé, 322",Mooca,03118-030,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Apucarana, 1490",Tatuapé,03311-001,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Avenida Eliseu de Almeida, 984",Instituto de Previdência,05533-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua João Cachoeira, 278",Vila Nova Conceição,04535-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Heliodora, 390",Santana,02022-051,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Galvão Bueno, 160",Liberdade,01506-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Quintino Bocaiúva, 22",Sé,01004-010,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Araújo, 124",República,01220-020,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Avenida Rebouças, 3658",Pinheiros,05402-600,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Bráz Cubas, 168",Bela Vista,04109-040,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Avenida Almirante Delamare, 592",Heliópolis,04230-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua José Jannarelli, 426",Vila Progredior,05615-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Alameda Ribeirão Preto, 384",Morumbi,01331-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Melo Alves, 74",Jardins,01417-010,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Simão Álvares, 785",Pinheiros,05417-030,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Alameda Jaú, 1372",Jardins,01420-004,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Joaquim Távora, 1113",Vila Mariana,04015-002,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Avenida Moaci, 806",Moema,04083-002,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Alameda dos Jurupis, 1806",Moema,04088-006,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,São Paulo,Heineken,"Rua Joaquim Távora, 1517",Vila Mariana,04015-003,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Pontos verdes,"AVENIDA MAGALHÃES PENIDO, 100",SÃO LUIZ,"31270-222","Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"PRAÇA ALBERTO DALVA SIMÃO, ALAMEDA DOS COQUEIROS",SÃO LUIZ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA IRLANDA, EM FRENTE AO 123 (ANTIGO VIA BRASIL)",ITAPOÃ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVENIDA PORTUGAL, CLUBE LABAREDA",ITAPOÃ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA FLOR DO INDIO, 105. URPV LIBERDADE",LIBERDADE,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA FLOR DE FOGO, 65. RESIDENCIAL VILLAGE",LIBERDADE,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,RUA BOAVENTURA COM RUA DAS BANDEIRAS,SÃO FRANCISCO,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,RUA FERNANDO MAGALHÃES COM RUA MONTESE - PARQUE LAGOA DO NADO,ITAPOÃ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVENIDA MARECHAL ESPERIDIÃO ROSAS, 179",SÃO FRANCISCO,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA RITA ALVES CASTANHEIRA, 50 - URPV DONA CLARA",DONA CLARA,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVENIDA MENDES PIMENTEL, ENTRADA DA AV. ANTÔNIO CARLOS",CAMPUS UFMG,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,AVENIDA ABRAHÃO CARAM DO OUTRO LADO DO CLUBE SIRIO LIBANÊS,SÃO JOSÉ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVENIDA TANCREDO NEVES, 3577- PARQUE CÁSSIA ELLER",PAQUETÁ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,PRAÇA EXP. LOURIVAL PEREIRA COM EXP. ALVES DE OLIVEIRA,SÃO LUIZ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVENIDA FLEMING, EM FRENTE AO NÚMERO 1161",BANDEIRANTES,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA DES. MILTON DOS REIS, LADO OPOSTO AO NÚMERO 93",ITAPOÃ,,"Vidro, papel, metal e plástico",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. AFONSO VAZ DE MELO COM RUA RISOLETA FERNANDES, PRÓXIMO AO HABIB'S - PRAÇA GERALDO MANSUR",ADEMAR MALDONADO,,"Plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,RUA RISOLETA FERNANDES ESQUINA COM RUA QUINCAS BORBA - PRAÇA GERALDO MANSUR,ADEMAR MALDONADO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. VICENTE DE AZEVEDO, 301, ÁREA INTERNA DA GERLU BARREIRO",BARREIRO DE BAIXO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. DEP. ANTÔNIO LUNARD, ENTRE RUAS PROFESSOR LUIZ BICALHO E SÃO TOMÉ",BRASIL INDUSTRIAL,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. AUGUSTO MUNIZ, PRÓXIMO À R. BARÃO DE MONTE ALTO, 960",CARDOSO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. XIMANGO, ÁREA INTERNA DO PARQUE ROBERTO BURLE MARX",FLÁVIO MARQUES LISBOA,,"Plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. FLOR DE SEDA, PRÓXIMO AO Nº 941",LINDÉIA,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. BRÁULIO GOMES NOGUEIRA, PRÓXIMO AO Nº 835",TIROL,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. JOÃO PINHEIRO, PRÓXIMO A FACULDADE DE DIREITO DA UFMG E AO BICICLETÁRIO",CENTRO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. DO CONTORNO, ESQ. COM AVE GETÚLIO VARGAS",FUNCIONÁRIOS,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,R. TIMBIRAS ESQ. COM AV. AFONSO PENA ( PRÓXIMO AO INSTITUTO DE EDUCAÇÃO ),FUNCIONÁRIOS,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. ANTÔNIO DE ALBUQUERQUE, PRÓXIMO À R. ESPÍRITO SANTO ( MINAS TÊNIS CLUBE )",LOURDES,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. SERGIPE, IGREJA DA BOA VIAGEM (PRÓXIMO AO N° 250)",REGIÃO DA BOA VIAGEM,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. RAJA GABAGLIA, PASSEIO DO RESTAURANTE RAJA GRILL",SÃO BENTO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,AV. RAJA GABAGLIA - ÁREA INTERNA DO ESTACIONAMENTO DO RESTAURANTE PORCÃO,SÃO BENTO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. GETÚLIO VARGAS ESQ. COM R. DOS INCONFIDENTES, POSTO DE GASOLINA",SAVASSI,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,R. TRIFANA (PRÓXIMO AO Nº 643),SERRA,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. ARTHUR BERNARDES, 3951, URPV SANTA LÚCIA",STA LÚCIA,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. PRUDENTE DE MORAIS ESQ. COM R. JOAQUIM MURTINHO, POSTO DE GASOLINA",STO ANTÔNIO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV.RAJA GABÁGLIA, EM FRENTE AO BABY BEEF STEAKHOUSE",SÃO BENTO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA GUSTAVO DA SILVEIRA, 1861, ÁPRÓXIMO À PORTARIA DO CETEC",SANTA INÊS,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA SÃO LUIZ, LADO OPOSTO AO Nº 411",SAGRADA FAMILIA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. SÃO SEBASTIÃO, 330",MINASLÂNDIA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
